"Estimate Shipping and Tax","Geschätzter Versand und Steuern"
"Excl. Tax","Exkl. Steuern"
"Failed to save billing address. Please try again.","Failed to save billing address. Please try again."
"Fax","Fax"
"Forgot your password?","Passwort vergessen?"
"Get list of available payment methods","Get list of available payment methods"
"Get list of available shipping methods","Get list of available shipping methods"
"Get list of products in shopping cart","Get list of products in shopping cart"
"Get terms and conditions","Get terms and conditions"
"Get total prices for shopping cart","Get total prices for shopping cart"
"Gift card ""%s"" was removed.","Gift card ""%s"" was removed."
"Gift Card:","Geschenkkarte:"
"Gift Message","Geschenknachricht"
"Grouped Product Image","Bild für gruppiertes Produkt"
"Have an account?","Have an account?"
"HTML","HTML"
"ID","Id"
"If customer accounts are disabled in the frontend, guest checkout must remain enabled.","If customer accounts are disabled in the frontend, guest checkout must remain enabled."
"Incl. Tax","Inkl. MwSt."
"Invalid data.","Invalid data."
"Invalid form key. Please refresh the page.","Invalid form key. Please refresh the page."
"Invalid method: %s","Invalid method: %s"
"Invalid shipping method.","Invalid shipping method."
"Items","Artikel"
"Items After","Items After"
"Items Before","Items Before"
"Item was removed successfully.","Item was removed successfully."
"Item was updated successfully.","Item was updated successfully."
"Load customer quote error","Fehler beim Laden des Kundenangebots"
"Loading next step...","Loading next step..."
"Login","Anmelden"
"Manage Terms and Conditions","Manage Terms and Conditions"
"Mini-cart promotion block","Mini-cart promotion block"
"Minimum order amount is %s","Minimum order amount is %s"
"Move","Verschieben"
"Move to Wishlist","In Wunschliste verschieben"
"Move to wishlist","Move to wishlist"
"New Address","Neue Adresse"
"New Condition","Neue Bedingungen"
"New Terms and Conditions","Neue Allgemeinen Geschäftsbedingungen"
"No Payment Methods","Keine Zahlungsarten"
"ok","ok"
"One item of products do not have identifier or sku","One item of products do not have identifier or sku"
"One item of products is not belong any of quote item","One item of products is not belong any of quote item"
"One Page Checkout","One Page Checkout"
"One Page Checkout Failure","One Page Checkout Failure"
"One Page Checkout Overview","One Page Checkout Overview"
"One Page Checkout Success","One Page Checkout Success"
"One Step Checkout","One Step Checkout"
"or","oder"
"Order #","Bestellung #"
"Order Review","Bestellübersicht"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER"
"Password","Passwort"
"Payment Failed Email Reciever","Payment Failed Email Reciever"
"Payment Failed Emails","E-Mails über fehlgeschlagene Zahlung"
"Payment Failed Email Sender","Absender der E-Mails über fehlgeschlagene Zahlung"
"Payment Failed Template","E-Mail-Vorlage über fehlgeschlagene Zahlung"
"Payment Information","Zahlungsinformation"
"Payment Method","Zahlungsart"
"Payment method information","Payment method information"
"Payment Methods After Checkout Button","Payment Methods After Checkout Button"
"Payment Methods Before Checkout Button","Payment Methods Before Checkout Button"
"Payment methods in shopping cart","Payment methods in shopping cart"
"Payment profile # %s: ""%s"".","Payment profile # %s: ""%s""."
"Place Order","Jetzt kaufen"
"Please agree to all the terms and conditions before placing the order.","Bitte stimmen Sie den Geschäftsbedingungen zu, bevor Sie ihre Bestellung abschließen."
"Please choose to register or to checkout as a guest","Please choose to register or to checkout as a guest"
"Please enter a promo code.","Please enter a promo code."
"Please select a payment method.","Please select a payment method."
"Please select a shipping method.","Please select a shipping method."
"Please select region, state or province","Wählen Sie bitte eine Region, ein Bundesland oder eine Provinz aus"
"Please select shipping and payment methods before placing your order.","Please select shipping and payment methods before placing your order."
"Please specify payment method.","Please specify payment method."
"Please specify shipping method.","Please specify shipping method."
"Price","Preis"
"Proceed to Checkout","Zur Kasse"
"Product","Produkt"
"Product Name","Artikelname"
"Product not found.","Product not found."
"Products","Artikel"
"Promo code ""%s"" is not valid.","Promo code ""%s"" is not valid."
"Qty","Menge"
"Qty:","Menge:"
"Quantity","Menge"
"Quantity was recalculated from %d to %d","Quantity was recalculated from %d to %d"
"Quote item does not exist.","Quote item does not exist."
"Quote item is not found.","Quote item is not found."
"Quote Lifetime (days)","Gültigkeit der Preise im Warenkorb (in Tagen)"
"Register","Register"
"Remove","Entfernen"
"Remove coupon code from shopping cart","Remove coupon code from shopping cart"
"Remove Item","Artikel entfernen"
"Remove product(s) from shopping cart","Remove product(s) from shopping cart"
"Remove product from shopping cart","Remove product from shopping cart"
"Remove This Item","Diesen Artikel entfernen"
"Retrieve information about shopping cart","Retrieve information about shopping cart"
"Review Order","Bestellung überprüfen"
"Sales","Verkäufe"
"Save Condition","Speichere Bedingung"
"Save in address book","Im Adressbuch speichern"
"See price before order confirmation.","Siehe Preis vor Auftragsbestätigung."
"Select a billing address from your address book or enter a new address.","Select a billing address from your address book or enter a new address."
"Select a shipping address from your address book or enter a new address.","Wählen Sie eine Versandadresse aus Ihrem Adressbuch oder geben Sie eine neue Adresse ein."
"Send Payment Failed Email Copy Method","Versandart der Kopie der E-Mails über fehlgeschlagene Zahlung"
"Send Payment Failed Email Copy To","Kopie der E-Mails über fehlgeschlagene Zahlung senden an"
"Separate by "","".","Trennen durch "",""."
"Set customer's addresses in shopping cart","Set customer's addresses in shopping cart"
"Set customer for shopping cart","Set customer for shopping cart"
"Set payment method","Set payment method"
"Set shipping method","Set shipping method"
"Shipping Address","Lieferadresse"
"Shipping Information","Versandinformation"
"Shipping information","Shipping information"
"Shipping Method","Versandart"
"Shipping method has not been selected yet","Shipping method has not been selected yet"
"Shipping Methods","Versandarten"
"Shipping methods in shopping cart","Shipping methods in shopping cart"
"Ship to different address","Ship to different address"
"Ship to this address","Ship to this address"
"Shopping Cart","Warenkorb"
"Shopping cart ability to set coupon code","Shopping cart ability to set coupon code"
"Shopping Cart is Empty","Shopping Cart is Empty"
"Shopping cart items","Shopping cart items"
"Shopping Cart Items After","Shopping Cart Items After"
"Shopping Cart Items Before","Shopping Cart Items Before"
"Shopping Cart Sidebar Extra Actions","Shopping Cart Sidebar Extra Actions"
"Show Content as","Zeige Inhalt als"
"Shows only logo header during checkout, removes navigation and footer for a distraction-free experience","Shows only logo header during checkout, removes navigation and footer for a distraction-free experience"
"SKU","Artikelnummer"
"Some of the requested products are not available in the desired quantity.","Some of the requested products are not available in the desired quantity."
"Some of the requested products are unavailable.","Some of the requested products are unavailable."
"Some products quantities were recalculated because of quantity increment mismatch","Some products quantities were recalculated because of quantity increment mismatch"
"Sorry, guest checkout is not enabled. Please try again or contact store owner.","Sorry, guest checkout is not enabled. Please try again or contact store owner."
"Sorry, no quotes are available for this order at this time.","Sorry, no quotes are available for this order at this time."
"State/Province","Bundesland"
"Status","Status"
"Store View","Store View"
"Street Address","Straße"
"Street Address %s","Street Address %s"
"Submitting order information...","Bestellung wird übermittelt …"
"Subtotal","Zwischensumme"
"Subtotal must exceed minimum order amount","Subtotal must exceed minimum order amount"
"Summary","Zusammenfassung"
"Telephone","Telephone"
"Terms and Conditions","Allgemeine Geschäftsbedingungen"
"Terms and Conditions Information","Informationen zu allgemeinen Geschäftsbedingungen"
"Text","Text"
"Thank you for your purchase!","Vielen Dank für Ihre Bestellung!"
"The condition has been deleted","The condition has been deleted"
"The condition has been saved.","The condition has been saved."
"The onepage checkout is disabled.","The onepage checkout is disabled."
"The product could not be found.","The product could not be found."
"The product does not exist.","Der Artikel existiert nicht."
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account."
"There was an error processing your order. Please contact us or try again later.","There was an error processing your order. Please contact us or try again later."
"This condition no longer exists.","Diese Konditionen sind nicht mehr vorhanden."
"Total","Gesamtsumme"
"Total quantity (2 shirts + 3 pants = 5)","Total quantity (2 shirts + 3 pants = 5)"
"Unable to remove promo code.","Unable to remove promo code."
"Unable to set Payment Method.","Unable to set Payment Method."
"Unique products (2 different products = 2)","Unique products (2 different products = 2)"
"Unit Price","Einzelpreis"
"Update","Aktualisieren"
"Update Cart","Warenkorb aktualisieren"
"Update product(s) quantities in shopping cart","Update product(s) quantities in shopping cart"
"Update product quantities in shopping cart","Update product quantities in shopping cart"
"Update Shopping Cart","Warenkorb aktualisieren"
"Update Total","Update Total"
"Use Billing Address","Use Billing Address"
"Use Minimal Checkout Layout","Use Minimal Checkout Layout"
"VAT Number","USt-IdNr."
"View Shopping Cart","Warenkorb anzeigen"
"Waiting for address...","Waiting for address..."
"Waiting for shipping method...","Waiting for shipping method..."
"What's this?","Was ist das?"
"You have no items in your shopping cart.","Sie haben keine Artikel in Ihrem Warenkorb."
"You may be interested in the following items","You may be interested in the following items"
"Your billing agreement # is: %s.","Your billing agreement # is: %s."
"Your Checkout Progress","Your Checkout Progress"
"Your order # is: %s.","Your order # is: %s."
"Your order cannot be completed at this time as there are no payment methods available for it.","Your order cannot be completed at this time as there are no payment methods available for it."
"Your order cannot be completed at this time as there are no shipping methods available for it. Please make necessary changes in your shipping address.","Your order cannot be completed at this time as there are no shipping methods available for it. Please make necessary changes in your shipping address."
"Your order has been received.","Your order has been received."
"Your recurring payment profiles:","Your recurring payment profiles:"
"Your shopping cart is empty.","Your shopping cart is empty."
"You will receive an order confirmation email with details of your order and a link to track its progress.","You will receive an order confirmation email with details of your order and a link to track its progress."
"Zip","Zip"
"Zip/Postal Code","PLZ"
