"Enable Onepage Checkout","Ενεργοποίηση Ολοκλήρωσης Παραγγελίας Μίας Σελίδας"
"Enable Terms and Conditions","Ενεργοποίηση Όρων και Προϋποθέσεων"
"Enter discount code","Εισάγετε κωδικό έκπτωσης"
"Enter promo code","Εισάγετε κωδικό promo"
"Estimate","Εκτίμηση"
"Estimate Shipping and Tax","Εκτίμηση μεταφορικών και φόρων"
"Excl. Tax","Χωρίς Φπα"
"Failed to save billing address. Please try again.","Απέτυχε η αποθήκευση της διεύθυνσης χρέωσης. Παρακαλώ προσπαθήστε ξανά."
"Forgot your password?","Ξεχάσατε τον κωδικό σας?"
"Get list of available payment methods","Λάβετε τη λίστα των διαθέσιμων μεθόδων πληρωμής"
"Get list of available shipping methods","Λάβετε τη λίστα των διαθέσιμων μεθόδων αποστολής"
"Get list of products in shopping cart","Αποκτήστε τη λίστα των προϊόντων στο καλάθι αγορών"
"Get terms and conditions","Λάβετε όρους και προϋποθέσεις"
"Get total prices for shopping cart","Συνολικές τιμές για το καλάθι αγορών"
"Gift card ""%s"" was removed.","Η δωροκάρτα ""%s"" αφαιρέθηκε."
"Gift Card:","Κάρτα Δώρου:"
"Gift Message","Μήνυμα Δώρου"
"Grouped Product Image","Εικόνα Ομαδοποιημένου Προϊόντος"
"Have an account?","Έχετε λογαριασμό?"
"HTML","HTML"
"ID","ID"
"If customer accounts are disabled in the frontend, guest checkout must remain enabled.","Εάν οι λογαριασμοί πελατών είναι απενεργοποιημένοι στην περιοχή πελατών, η ολοκλήρωση αγοράς επισκεπτών πρέπει να παραμείνει ενεργή."
"Incl. Tax","Με Φπα"
"Invalid data.","Μη έγκυρα δεδομένα."
"Invalid form key. Please refresh the page.","Μη έγκυρο κλειδί φόρμας. Παρακαλώ ανανεώστε τη σελίδα."
"Invalid method: %s","Μη έγκυρη μέθοδος: %s"
"Invalid shipping method.","Μη έγκυρη μέθοδος αποστολής."
"Items","Στοιχεία"
"Items After","Αντικείμενα Μετά"
"Items Before","Στοιχεία Πριν"
"Item was removed successfully.","Το στοιχείο διαγράφηκε επιτυχώς."
"Item was updated successfully.","Το στοιχείο ενημερώθηκε επιτυχώς."
"Load customer quote error","Σφάλμα φόρτωσης προσφοράς πελάτη"
"Loading next step...","Φόρτωση επόμενου βήματος..."
"Login","Είσοδος"
"Manage Terms and Conditions","Διαχείριση Όρων και Προϋποθέσεων"
"Mini-cart promotion block","Μπλοκ προώθησης Mini-cart"
"Minimum order amount is %s","Ελάχιστο ποσό παραγγελίας είναι %s"
"Move","Μετακίνηση"
"Move to Wishlist","Μετακίνηση στη λίστα επιθυμιών"
"Move to wishlist","Μετακίνηση στη λίστα επιθυμιών"
"New Address","Νέα Διεύθυνση"
"New Condition","Νέα Προϋπόθεση"
"New Terms and Conditions","Νέοι Όροι και Προϋποθέσεις"
"No Payment Methods","Δεν Υπάρχουν Τρόποι Πληρωμής"
"ok","εντάξει"
"One item of products do not have identifier or sku","Ένα είδος προϊόντων δεν έχει αναγνωριστικό ή sku"
"One item of products is not belong any of quote item","Ένα είδος των προϊόντων δεν ανήκει σε κανένα στοιχείο απόσπασμα"
"One Page Checkout","Μία Σελίδα Ολοκλήρωση Παραγγελίας"
"One Page Checkout Failure","Αποτυχία Ολοκλήρωσης Παραγγελίας Μία Σελίδας"
"One Page Checkout Overview","Μια Σελίδα Επισκόπηση Ολοκλήρωσης Παραγγελίας"
"One Page Checkout Success","Μία Σελίδα Επιτυχία Ολοκλήρωσης Παραγγελίας"
"One Step Checkout","Ολοκλήρωση Αγοράς Ένα Βήμα"
"or","ή"
"Order #","Παραγγελία #"
"Order Review","Κριτική Παραγγελίας"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER"
"Password","Κωδικός"
"Payment Failed Email Reciever","Παραλήπτης Email Αποτυχίας Πληρωμής"
"Payment Failed Emails","Email Αποτυχίας Πληρωμής"
"Payment Failed Email Sender","Αποστολέας Email Αποτυχίας Πληρωμής"
"Payment Failed Template","Πρότυπο Αποτυχίας Πληρωμής"
"Payment Information","Πληροφορίες Πληρωμής"
"Payment Method","Μέθοδος Πληρωμής"
"Payment method information","Πληροφορίες μεθόδου πληρωμής"
"Payment Methods After Checkout Button","Τρόποι Πληρωμής Μετά Το Κουμπί Checkout"
"Payment Methods Before Checkout Button","Τρόποι Πληρωμής Πριν Το Κουμπί Checkout"
"Payment methods in shopping cart","Τρόποι πληρωμής στο καλάθι αγορών"
"Payment profile # %s: ""%s"".","Προφίλ πληρωμής # %s: ""%s""."
"Place Order","Τοποθέτηση Παραγγελίας"
"Please agree to all the terms and conditions before placing the order.","Παρακαλούμε να συμφωνήσετε με όλους τους όρους και τις προϋποθέσεις πριν υποβάλετε την παραγγελία."
"Please choose to register or to checkout as a guest","Παρακαλώ επιλέξτε να εγγραφείτε ή να ολοκληρώσετε την αγορά ως επισκέπτης"
"Please enter a promo code.","Παρακαλώ εισάγετε έναν κωδικό promo."
"Please select a payment method.","Παρακαλώ επιλέξτε μια μέθοδο πληρωμής."
"Please select a shipping method.","Παρακαλώ επιλέξτε μια μέθοδο αποστολής."
"Please select region, state or province","Παρακαλώ επιλέξτε περιοχή, πολιτεία ή επαρχία"
"Please select shipping and payment methods before placing your order.","Παρακαλώ επιλέξτε μεθόδους αποστολής και πληρωμής πριν κάνετε την παραγγελία σας."
"Please specify payment method.","Παρακαλούμε προσδιορίστε τη μέθοδο πληρωμής."
"Please specify shipping method.","Παρακαλούμε προσδιορίστε τη μέθοδο αποστολής."
"Price","Τιμή"
"Proceed to Checkout","Προχωρήστε στην Αγορά"
"Product","Προϊόν"
"Product Name","Όνομα Προϊόντος"
"Product not found.","Το προϊόν δεν βρέθηκε."
"Products","Προϊόντα"
"Promo code ""%s"" is not valid.","Promo code ""%s"" δεν είναι έγκυρη."
"Qty","Ποσότητα"
"Qty:","Ποσότητα:"
"Quantity","Ποσότητα"
"Quantity was recalculated from %d to %d","Η ποσότητα υπολογίστηκε εκ νέου από %d σε %d"
"Quote item does not exist.","Το στοιχείο Προσφοράς δεν υπάρχει."
"Quote item is not found.","Το στοιχείο Προσφοράς δεν βρέθηκε."
"Quote Lifetime (days)","Διάρκεια Προσφοράς (ημέρες)"
"Register","Εγγραφή"
"Remove","Αφαίρεση"
"Remove coupon code from shopping cart","Αφαίρεση κωδικού κουπονιού από το καλάθι αγορών"
"Remove Item","Αφαίρεση Αντικειμένου"
"Remove product(s) from shopping cart","Αφαίρεση προϊόν(ων) από το καλάθι αγορών"
"Remove product from shopping cart","Αφαίρεση προϊόντος από το καλάθι αγορών"
"Remove This Item","Αφαίρεση Αυτού Του Είδους"
"Retrieve information about shopping cart","Ανάκτηση πληροφοριών σχετικά με το καλάθι αγορών"
"Sales","Πωλήσεις"
"Save Condition","Αποθήκευση Προϋπόθεση"
"Save in address book","Αποθήκευση στο βιβλίο διευθύνσεων"
"See price before order confirmation.","Δείτε την τιμή πριν από την επιβεβαίωση παραγγελίας."
"Select a billing address from your address book or enter a new address.","Επιλέξτε μια διεύθυνση χρέωσης από το βιβλίο διευθύνσεών σας ή εισάγετε μια νέα διεύθυνση."
"Select a shipping address from your address book or enter a new address.","Επιλέξτε μια διεύθυνση αποστολής από το βιβλίο διευθύνσεών σας ή εισάγετε μια νέα διεύθυνση."
"Send Payment Failed Email Copy Method","Μέθοδος Αποστολής Του Αντιγράφου Email Αποτυχίας Πληρωμής"
"Send Payment Failed Email Copy To","Αποστολή Email Αντιγράφου Αποτυχίας Πληρωμής Σε"
"Separate by "","".","Διαχωρισμός με "",""."
"Set customer's addresses in shopping cart","Ορισμός διευθύνσεων πελάτη στο καλάθι αγορών"
"Set customer for shopping cart","Ορισμός πελάτη για το καλάθι αγορών"
"Set payment method","Ορισμός μεθόδου πληρωμής"
"Set shipping method","Ορισμός μεθόδου αποστολής"
"Shipping Address","Διεύθυνση Αποστολής"
"Shipping Information","Πληροφορίες Αποστολής"
"Shipping information","Πληροφορίες αποστολής"
"Shipping Method","Μέθοδος Αποστολής"
"Shipping method has not been selected yet","Ο τρόπος αποστολής δεν έχει επιλεγεί ακόμα"
"Shipping Methods","Μέθοδοι Αποστολής"
"Shipping methods in shopping cart","Τρόποι αποστολής στο καλάθι αγορών"
"Ship to different address","Αποστολή σε διαφορετική διεύθυνση"
"Ship to this address","Αποστολή σε αυτή τη διεύθυνση"
"Shopping Cart","Καλάθι Αγορών"
"Shopping cart ability to set coupon code","Δυνατότητα του καλαθιού αγορών να ορίσει τον κωδικό κουπονιού"
"Shopping Cart is Empty","Το Καλάθι Αγορών είναι Άδειο"
"Shopping cart items","Στοιχεία καλαθιού αγορών"
"Shopping Cart Items After","Στοιχεία Καλαθιού Αγορών Μετά"
"Shopping Cart Items Before","Στοιχεία Καλαθιού Αγορών Πριν"
"Shopping Cart Sidebar Extra Actions","Shopping Cart Πλευρική Γραμμή Επιπλέον Ενέργειες"
"Show Content as","Εμφάνιση περιεχομένου ως"
"Shows only logo header during checkout, removes navigation and footer for a distraction-free experience","Εμφανίζει μόνο κεφαλίδα λογότυπου κατά την ολοκλήρωση της παραγγελίας, αφαιρεί την πλοήγηση και το υποσέλιδο για μια εμπειρία χωρίς περισπασμούς"
"SKU","SKU"
"Some of the requested products are not available in the desired quantity.","Μερικά από τα ζητούμενα προϊόντα δεν είναι διαθέσιμα στην επιθυμητή ποσότητα."
"Some of the requested products are unavailable.","Μερικά από τα ζητούμενα προϊόντα δεν είναι διαθέσιμα."
"Some products quantities were recalculated because of quantity increment mismatch","Ορισμένες ποσότητες προϊόντων επανυπολογίστηκαν λόγω αναντιστοιχίας ποσότητας"
"Sorry, guest checkout is not enabled. Please try again or contact store owner.","Λυπούμαστε, η ολοκλήρωση αγοράς επισκεπτών δεν είναι ενεργοποιημένη. Παρακαλώ δοκιμάστε ξανά ή επικοινωνήστε με τον ιδιοκτήτη του καταστήματος."
"Sorry, no quotes are available for this order at this time.","Λυπούμαστε, δεν υπάρχουν διαθέσιμες προσφορές για αυτήν την παραγγελία αυτή τη στιγμή."
"State/Province","Νομός/επαρχία"
"Status","Κατάσταση"
"Store View","Προβολή Καταστήματος"
"Street Address","Διεύθυνση Οδού"
"Street Address %s","Διεύθυνση %s"
"Submitting order information...","Υποβολή πληροφοριών παραγγελίας..."
"Subtotal","Υποσύνολο"
"Subtotal must exceed minimum order amount","Το υποσύνολο πρέπει να υπερβαίνει το ελάχιστο ποσό παραγγελίας"
"Summary","Summary"
"Telephone","Τηλέφωνο"
"Terms and Conditions","Όροι και Προϋποθέσεις"
"Terms and Conditions Information","Πληροφορίες Όρων και Προϋποθέσεων"
"Text","Κείμενο"
"Thank you for your purchase!","Σας ευχαριστούμε για την αγορά σας!"
"The condition has been deleted","Η κατάσταση έχει διαγραφεί"
"The condition has been saved.","Η κατάσταση έχει αποθηκευτεί."
"The onepage checkout is disabled.","Η ολοκλήρωση αγοράς onepage είναι απενεργοποιημένη."
"The product could not be found.","Το προϊόν δεν βρέθηκε."
"The product does not exist.","Το προϊόν δεν υπάρχει."
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","Υπάρχει ήδη εγγεγραμμένος πελάτης χρησιμοποιώντας αυτή τη διεύθυνση email. Παρακαλούμε συνδεθείτε χρησιμοποιώντας αυτή τη διεύθυνση ηλεκτρονικού ταχυδρομείου ή εισάγετε μια διαφορετική διεύθυνση ηλεκτρονικού ταχυδρομείου για να εγγραφείτε στο λογαριασμό σας."
"There was an error processing your order. Please contact us or try again later.","Παρουσιάστηκε σφάλμα κατά την επεξεργασία της παραγγελίας σας. Παρακαλούμε επικοινωνήστε μαζί μας ή προσπαθήστε ξανά αργότερα."
"This condition no longer exists.","Αυτή η κατάσταση δεν υπάρχει πλέον."
"Total","Σύνολο"
"Total quantity (2 shirts + 3 pants = 5)","Συνολική ποσότητα (2 πουκάμισα + 3 παντελόνια = 5)"
"Unable to remove promo code.","Αδύνατη η κατάργηση του κωδικού promo."
"Unable to set Payment Method.","Αδυναμία ορισμού μεθόδου πληρωμής."
"Unique products (2 different products = 2)","Μοναδικά προϊόντα (2 διαφορετικά προϊόντα = 2)"
"Unit Price","Τιμή Μονάδας"
"Update","Ενημέρωση"
"Update Cart","Ενημέρωση Καλαθιού"
"Update product(s) quantities in shopping cart","Ενημέρωση ποσοτήτων προϊόντων στο καλάθι αγορών"
"Update product quantities in shopping cart","Ενημέρωση ποσοτήτων προϊόντων στο καλάθι αγορών"
"Update Shopping Cart","Ενημερώστε Το Καλάθι Αγορών"
"Update Total","Σύνολο Ενημέρωσης"
"Use Billing Address","Χρήση Διεύθυνσης Χρέωσης"
"Use Minimal Checkout Layout","Χρήση Ελάχιστης Διάταξης Παραγγελίας"
"VAT Number","Αριθμός ΑΦΜ"
"View Shopping Cart","Δείτε Το Καλάθι Αγορών"
"Waiting for address...","Αναμονή για διεύθυνση..."
"Waiting for shipping method...","Αναμονή για μέθοδο αποστολής..."
"What's this?","Τι είναι αυτό?"
"You have no items in your shopping cart.","Δεν έχετε προϊόντα στο καλάθι αγορών σας."
"You may be interested in the following items","Μπορεί να ενδιαφέρεστε για τα ακόλουθα στοιχεία"
"Your billing agreement # is: %s.","Η συμφωνία χρέωσής σας # είναι: %s."
"Your Checkout Progress","Η Πρόοδος Πληρωμής Σας"
"Your order # is: %s.","Η παραγγελία σας # είναι: %s."
"Your order cannot be completed at this time as there are no payment methods available for it.","Η παραγγελία σας δεν μπορεί να ολοκληρωθεί αυτή τη στιγμή, καθώς δεν υπάρχουν διαθέσιμοι τρόποι πληρωμής για αυτό."
"Your order cannot be completed at this time as there are no shipping methods available for it. Please make necessary changes in your shipping address.","Η παραγγελία σας δεν μπορεί να ολοκληρωθεί αυτή τη στιγμή, καθώς δεν υπάρχουν διαθέσιμοι τρόποι αποστολής. Παρακαλούμε να κάνετε τις απαραίτητες αλλαγές στη διεύθυνση αποστολής σας."
"Your order has been received.","Η παραγγελία σας έχει παραληφθεί."
"Your recurring payment profiles:","Τα επαναλαμβανόμενα προφίλ πληρωμής σας:"
"Your shopping cart is empty.","Το καλάθι αγορών σας είναι άδειο."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Θα λάβετε ένα email επιβεβαίωσης παραγγελίας με λεπτομέρειες της παραγγελίας σας και ένα σύνδεσμο για να παρακολουθείτε την πρόοδό της."
"Zip","Τ.Κ."
"Zip/Postal Code","Ταχυδρομικός Κώδικας"
