"Get list of available shipping methods","Get list of available shipping methods"
"Get list of products in shopping cart","Get list of products in shopping cart"
"Get terms and conditions","Get terms and conditions"
"Get total prices for shopping cart","Get total prices for shopping cart"
"Gift card ""%s"" was removed.","Gift card ""%s"" was removed."
"Gift Card:","Gift Card:"
"Gift Message","Mesaj-cadou"
"Grouped Product Image","Grouped Product Image"
"Have an account?","Have an account?"
"HTML","HTML"
"ID","ID"
"Incl. Tax","Includere taxe"
"Invalid data.","Invalid data."
"Invalid form key. Please refresh the page.","Invalid form key. Please refresh the page."
"Invalid method: %s","Invalid method: %s"
"Invalid shipping method.","Invalid shipping method."
"Items","Articole"
"Items After","Items After"
"Items Before","Items Before"
"Item was removed successfully.","Item was removed successfully."
"Item was updated successfully.","Item was updated successfully."
"Load customer quote error","încărcați eroare specificație client"
"Loading next step...","Loading next step..."
"Login","Conectare"
"Manage Terms and Conditions","Manage Terms and Conditions"
"Mini-cart promotion block","Mini-cart promotion block"
"Minimum order amount is %s","Minimum order amount is %s"
"Move","Move"
"Move to Wishlist","Mutare în lista dorinţelor"
"Move to wishlist","Move to wishlist"
"New Address","Adresă nouă"
"New Condition","Condiție nouă"
"New Terms and Conditions","New Terms and Conditions"
"No Payment Methods","Nici o modaliatate de plată"
"ok","ok"
"One item of products do not have identifier or sku","One item of products do not have identifier or sku"
"One item of products is not belong any of quote item","One item of products is not belong any of quote item"
"One Page Checkout","One Page Checkout"
"One Page Checkout Failure","One Page Checkout Failure"
"One Page Checkout Overview","One Page Checkout Overview"
"One Page Checkout Success","One Page Checkout Success"
"One Step Checkout","One Step Checkout"
"or","sau"
"Order #","Comanda #"
"Order Review","Order Review"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER"
"Password","Parolă"
"Payment Failed Email Reciever","Payment Failed Email Reciever"
"Payment Failed Emails","Email-uri Plată eșuată"
"Payment Failed Email Sender","Expeditor email plată eșuată"
"Payment Failed Template","șablon plată eșuată"
"Payment Information","Informații plată"
"Payment Method","Metodă de plată"
"Payment method information","Payment method information"
"Payment Methods After Checkout Button","Payment Methods After Checkout Button"
"Payment Methods Before Checkout Button","Payment Methods Before Checkout Button"
"Payment methods in shopping cart","Payment methods in shopping cart"
"Payment profile # %s: ""%s"".","Payment profile # %s: ""%s""."
"Place Order","Finalizați comanda"
"Please agree to all the terms and conditions before placing the order.","Vă rugăm să acceptați toți termenii și condițiile înainte de a plasa comanda."
"Please choose to register or to checkout as a guest","Please choose to register or to checkout as a guest"
"Please enter a promo code.","Please enter a promo code."
"Please select a payment method.","Please select a payment method."
"Please select a shipping method.","Please select a shipping method."
"Please select region, state or province","Please select region, state or province"
"Please select shipping and payment methods before placing your order.","Please select shipping and payment methods before placing your order."
"Please specify payment method.","Please specify payment method."
"Please specify shipping method.","Please specify shipping method."
"Price","Preț"
"Proceed to Checkout","CONTINUA"
"Product","Produse"
"Product Name","Nume produs"
"Product not found.","Product not found."
"Products","Produse"
"Promo code ""%s"" is not valid.","Promo code ""%s"" is not valid."
"Qty","Cantitate"
"Qty:","Qty:"
"Quantity","Cantitate"
"Quantity was recalculated from %d to %d","Quantity was recalculated from %d to %d"
"Quote item does not exist.","Quote item does not exist."
"Quote item is not found.","Quote item is not found."
"Quote Lifetime (days)","Termen Mențiune (zile)"
"Register","Register"
"Remove","Ștergeți"
"Remove coupon code from shopping cart","Remove coupon code from shopping cart"
"Remove Item","Elimină elementul"
"Remove product(s) from shopping cart","Remove product(s) from shopping cart"
"Remove product from shopping cart","Remove product from shopping cart"
"Remove This Item","Ștergeți acest articol"
"Retrieve information about shopping cart","Retrieve information about shopping cart"
"Review Order","Review Order"
"Sales","Vânzări"
"Save Condition","Save Condition"
"Save in address book","Salvați în agenda cu adrese"
"See price before order confirmation.","Vizualizare preț înaintea confirmării comenzii."
"Select a billing address from your address book or enter a new address.","Select a billing address from your address book or enter a new address."
"Select a shipping address from your address book or enter a new address.","Select a shipping address from your address book or enter a new address."
"Send Payment Failed Email Copy Method","Trimiteți modalitate copie email plată eșuată către"
"Send Payment Failed Email Copy To","Trimiteți copie email plată eșuată către"
"Separate by "","".","Separați prin "",""."
"Set customer's addresses in shopping cart","Set customer's addresses in shopping cart"
"Set customer for shopping cart","Set customer for shopping cart"
"Set payment method","Set payment method"
"Set shipping method","Set shipping method"
"Shipping Address","adresa de livrare"
"Shipping Information","Informații livrare"
"Shipping information","Shipping information"
"Shipping Method","Metodă de livrare"
"Shipping method has not been selected yet","Shipping method has not been selected yet"
"Shipping Methods","Modalități de livrare"
"Shipping methods in shopping cart","Shipping methods in shopping cart"
"Ship to different address","Ship to different address"
"Ship to this address","Ship to this address"
"Shopping Cart","Coșul de cumpărături"
"Shopping cart ability to set coupon code","Shopping cart ability to set coupon code"
"Shopping Cart is Empty","Shopping Cart is Empty"
"Shopping cart items","Shopping cart items"
"Shopping Cart Items After","Shopping Cart Items After"
"Shopping Cart Items Before","Shopping Cart Items Before"
"Shopping Cart Sidebar Extra Actions","Shopping Cart Sidebar Extra Actions"
"Show Content as","Show Content as"
"Shows only logo header during checkout, removes navigation and footer for a distraction-free experience","Shows only logo header during checkout, removes navigation and footer for a distraction-free experience"
"SKU","Unitate de înmagazinare"
"Some of the requested products are not available in the desired quantity.","Some of the requested products are not available in the desired quantity."
"Some of the requested products are unavailable.","Some of the requested products are unavailable."
"Some products quantities were recalculated because of quantity increment mismatch","Some products quantities were recalculated because of quantity increment mismatch"
"Sorry, guest checkout is not enabled. Please try again or contact store owner.","Sorry, guest checkout is not enabled. Please try again or contact store owner."
"Sorry, no quotes are available for this order at this time.","Sorry, no quotes are available for this order at this time."
"State/Province","Stat/zonă"
"Status","Statut"
"Store View","Vitrina magazin"
"Street Address","Adresă stradă"
"Street Address %s","Street Address %s"
"Submitting order information...","Se trimit informațiile comenzii..."
"Subtotal","Sub total"
"Subtotal must exceed minimum order amount","Subtotal must exceed minimum order amount"
"Summary","Titlul recenziei"
"Telephone","Telephone"
"Terms and Conditions","Terms and Conditions"
"Terms and Conditions Information","Terms and Conditions Information"
"Text","Text"
"Thank you for your purchase!","Vă mulțumim pentru comandă!"
"The condition has been deleted","The condition has been deleted"
"The condition has been saved.","The condition has been saved."
"The onepage checkout is disabled.","The onepage checkout is disabled."
"The product could not be found.","The product could not be found."
"The product does not exist.","Produsul nu exista."
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account."
"There was an error processing your order. Please contact us or try again later.","There was an error processing your order. Please contact us or try again later."
"This condition no longer exists.","Această condiţie nu mai există."
"Total","Total"
"Total quantity (2 shirts + 3 pants = 5)","Total quantity (2 shirts + 3 pants = 5)"
"Unable to remove promo code.","Unable to remove promo code."
"Unable to set Payment Method.","Unable to set Payment Method."
"Unique products (2 different products = 2)","Unique products (2 different products = 2)"
"Unit Price","Preț unitar"
"Update","Actualizare"
"Update Cart","Actualizare coș"
"Update product(s) quantities in shopping cart","Update product(s) quantities in shopping cart"
"Update product quantities in shopping cart","Update product quantities in shopping cart"
"Update Shopping Cart","Actualizare coș de cumpărături"
"Update Total","Update Total"
"Use Billing Address","Use Billing Address"
"Use Minimal Checkout Layout","Use Minimal Checkout Layout"
"VAT Number","Număr TVA"
"View Shopping Cart","Vezi cosul de cumparaturi"
"Waiting for address...","Waiting for address..."
"Waiting for shipping method...","Waiting for shipping method..."
"What's this?","Ce este aceasta?"
"You have no items in your shopping cart.","Nu aveți produse în coșul de cumpărături."
"You may be interested in the following items","You may be interested in the following items"
"Your billing agreement # is: %s.","Your billing agreement # is: %s."
"Your Checkout Progress","Your Checkout Progress"
"Your order # is: %s.","Your order # is: %s."
"Your order cannot be completed at this time as there is no payment methods available for it.","Your order cannot be completed at this time as there is no payment methods available for it."
"Your order cannot be completed at this time as there is no shipping methods available for it. Please make necessary changes in your shipping address.","Your order cannot be completed at this time as there is no shipping methods available for it. Please make necessary changes in your shipping address."
"Your order has been received.","Your order has been received."
"Your recurring payment profiles:","Your recurring payment profiles:"
"Your shopping cart is empty.","Your shopping cart is empty."
"You will receive an order confirmation email with details of your order and a link to track its progress.","You will receive an order confirmation email with details of your order and a link to track its progress."
"Zip","Zip"
"Zip/Postal Code","Cod poștal"
